D03B,D03B1
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
KURINDA UMUTEKANO N'UBUSUGIRE,8423
UBUDAZI BWIBIRIBWA MURI BUTIKE,4711
UBUJI BW'INTEBE NIBINDI BIKORESHO BYO MURIGO,1622
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IBIGORI,111
GUKORA ISUKU,8129
UBUHINZI BW'UMUCERI,112
UBUHINZI BW' IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUREZI MUMASHURI ABANZA NAYISUMBUYE,8521
UBUREZI MUMASHURI ABANZA NAYISUMBUYE,8510
IMIRIMO YO MURUGO,9700
UBUREZI MU MASHURI YISUMBUYE,8522
UBUREZI MU MASHURI YISUMBUYE,8521
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUDOZI BW'IMYENDA,1410
UBUDOZI BW'IMYENDA,1410
UBUDOZI BW'IMYENDA,1410
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'AMASHU,113
UBUHINZI BW'IMBOGA,113
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBWOROZI BW'INKA,141
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBWUBATSI BW'INZU,4100
UBWUBATSI BW'INZU,4100
GUTWARA ABANTU KU IGARE,4921
UBUCURUZI BW'IBINYOBWA MU KABARI,5630
UBUHINZI BW'URUTOKI,122
IMIYOBORERE Y'INZEGO Z'IBANZE,8411
KWIGA IMISHINGA,7020
UBUHINZI BW'IBIGORI,111
UBUCURUZI BUDANDAZA AVOCAT MU ISOKO,4781
GUTUNGANYA NO GUKWIRAKWIZA AMAZI,3600
KUDANDAZA IMYENDA MU ISOKO,4782
GUTWARA ABANTU KU IGARE,4921
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBISHYIMBO,111
KUBUMBA AMATAFARI,2392
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BW'IMBOGA,111
UBWOROZI BW'INKA,141
UBWOROZI BW'INKA,141
UBUHINZI BWIMBOGA,113
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'IMYUMBATI,113
UMUTEKANO,8010
GUSANA IMYENDA,1410
UBUCURUZI BWIMYENDA,4751
UBWIKOREZI BW'UMUCANGA,810
UBUCURUZI BWINKWETO,4782
TELECOMMUNICATION,6120
UBURURUZI BWA CHAGUWA,4751
IMIRIMO YOMURUGO,9700
UBUREZI MURI UNIVERSITY,8530
UBUCURUZI BWA HARDWARE,4663
UBWIKOREZI BW'IMIZIGO,4923
BACUNGA UMUTEKANO,8010
IVUGABUTUMWA,9491
BACURUZA IBIRIBWA KUMUHANDA,4799
UBWUBATSI BW'AMAZU,4100
BATUNGANYA IMISATSI,9602
IMIRIMO YO MURUGO,9700
BAKORA FRIGO,7490
UBUDAZI BWIBINDI BINTU BUKORERWA MU ISOKO NOMUMADUKA,4789
UBUDOZI BW'IMYENDA,1410
UBUCURUZI BWA CANTINE,4722
BATANGA SERVICE ZUMUTEKANO,8423
UBURINZI BWAMAGEREZA,8411
IMIRIMO YO MURUGO,9700
UBUCURUZI BWIMYAKA,4721
BAKORA IBIKORESHO BYOMUMBAHO,1629
UBUCURUZI BW'IMYAKA,4721
UBUCURUZI BW'IMYAKA,4721
BACUNGA UMUTEKANO,8010
BACURUZA IBIRIBWA,4781
BATANGA SERVICE ZA BANK,6419
IMIRIMO YOMURUGO,9700
ITANGAZAMAKURU,6020
IMIRIMO YO MURUGO,9700
UBUCURUZI BWINKWETO,4782
BAKORA DECRALATION,7490
BARAFOTORA,7420
GUTWARA ABANU N'IBINTU,4921
UBUCURUZI BW'IBIRIBWA MU MADUKA,4711
UBWUBATSI BW'AMAZU,4100
ABASANA IMYENDA,1410
ABADEKORA ABAGENI,5630
ABASANA IMYENDA,1410
UBUKANISHI BW'IMODOKA,4520
ABASANA IMYENDA,1410
UBUCURUZI BWA BOUTIQUE Y'IGANJEMO IBIRIBWA,4721
UBUBAJI BWIBIKORESHO BYO MUMBAHO,1610
ABASANA IMYENDA,1410
UBUCURUZI BW'IBYUMA BY'IMODOKA,4530
UBWIKOREZI BW'ABANTU N'IBINU,4921
UBUCURUZI BW'IBYUMA BY'IMODOKA,4530
"ABABAZA IBITI BAGAKORA INTEBE, UTUBATI",1610
UBWUBATSI BW'AMAZU,4100
ABASANA IMYENDA,1410
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
KUGABURIRA ABANTU( RESTAURANT),5610
ABATEGURA IBIRYO MURI MOTEL,5610
UBWUBATSI BW'AMAZU,4100
GUTWARA ABANTU MUMUJYI UKORESHEJE UBUTAKA,4921
GUTUNGANYA IMISATSI,9602
IMIRIMO YO MURUGO,9700
IMIRIMO YEREKERANYE N'AMAFARANGA,6419
UBUCURUZI BWA BOUTIQUE,4711
UBUCURUZI BWA BOUTIQUE,4711
IMIRIMO YO MURUGO,9700
EVENTS MANAGEMENT,7990
GUCURUZA IMYENDA,4782
UBUCURUZI BW'IMYENDA,4782
GUFUMA IMYENDA,1410
IMIRIMO YO MURUGO,9700
KURANGUZA IMYENDA,4641
SPORT,9000
IMIRIMO YO KUGABURA IBIRIBWA,5630
KUDODA IMYENDA,1410
IMIRIMO YO MURUGO,9700
KUBUMBA AMATAFARI,4390
UBUHINZI BW'IBISHYIMBO,111
IMIRIMO YO KUVOMA AMAZI,9609
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
IMIRIMO YO GUCUNGA UMUTEKANO,8010
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
IMIRIMO YO MU RUGO,9700
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBUDANDAZI BW'IMBUTO KU MUHANDA,4799
UBUDANDAZI BW'IMBOGA KU MUHANDA,4799
UBWUBATSI BW'AMAZU,4100
IMIRIMO YO GUCUKURA AMABUYE YO KUBAKISHA,810
GUPAKIRA NO GUPAKURURA IMIZIGO,5224
IMIRIMO Y'UBWUBATSI BW'AMAZU,4100
UBUDOZI BW'IMYAMBARO,1410
GUKORA TENTE MURI RELAUX Z'AMAHEMA,1392
GUKORA AMASABUNE N'AMAVUTA YO KWISIGA,2023
UBUDANDAZI BW'IMYENDA MU ISOKO,4782
UBUCURUZI BUDANDAZA  INKWETO MU IDUKA,4782
UBUYOBOZI MU NZEGO Z'IBANZE,8411
UBWUBATSI BW'AMAZU,4100
UBUDOZI BW'IMYAMBARO,1410
UBUDANDAZI BW'INYANYA KU MUHANDA,4799
UBWUBATSI BW'AMAZU,4100
GUSUDIRA,4330
UBUDOZI BW'IMYAMBARO,1410
UBWIKOREZI BW'IMIZIGO KU MUTWE,5224
GUTWARA IMIZIGO KU MUTWE,4922
KUMESA IMYENDA,9601
UBUDANDAZI BW'INYANYA MU MUHANDA,4799
UBWUBATSI BW'AMAZU,4100
UBUVUZI BW'ABANTU,8610
UBUDANDAZI BW'INYANYA KU MUHANDA,4799
IMIRIMONYO KURINDA UBUSUGIRE BW'IGIHUGU,8422
IMIRIMO YO MU RUGO,9700
UBUYOBOZI BUKURU BW'IGIHUGU,8411
IMIRIMO YO MU RUGO,9700
UBUREZI MU MASHURI ABANZA,8510
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'AMATICKET Y'INDEGE,7990
UBUKANISHI BW'IBINYABIZIGA,4520
UBUCURUZI BURANGUZA BWIGANJEMO IBIRIBWA,4630
URUGANDA RUKORA AMABATI,2511
UBUCURUZI BWA QUINCAILLERIE YIBANDA KW'IRANGI,4752
MINISITERI Y'UBUREZI,8411
KUGABURIRA ABANTU MUBIRORI CG MUNAMA,5621
IMIRIMO YO MURUGO,9700
GUTEKERA ABANTU MUNGO NO MUBIRORI,5610
IMIRIMO YO MURUGO,9700
MINISTERE Y'UBUHINZI Y'U RWANDA,8411
IKIGO GISHINZWE AMAZI ISUKU N'ISUKURA,3600
IMIRIMO YO KURINDA UMUTEKANO MURUGO,8010
UMUCURUZI W'IMYENDA MW'ISOKO,4782
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
IKIGO CY'IGIHUGU CY'IBARURISHAMIBARE,8411
UBUVUZI BW'ABANTU,8610
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
KUBAKA AMAZU AKAYAGURISHA,6810
UBUVUZI BW'ABANTU,8610
IMIRIMO YO MURUGO,9700
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'IMBOGA MW'ISOKO,4781
UBWUBATSI BW'AMAZU,4100
GUKORA FILM,5911
UBWUBATSI BW'AMAZU,4100
SERVICE ZA RESTAURANT,5610
GUTUNGANYA IMISATSI,9602
SERVICES ZA RESTAURENT,5610
KWIGISHA ABANA INDIMI ZIBATEGURA KUZIGA HANZE,8549
GYM (BAKORESHA IMYITOZO NGORORAMUBIRI),9311
UBUDOZI BW'IMYENDA(GUSANA NO KUDODA MODEL),1410
UBWUBATSI BW'AMAZU,4100
SERIVISI Z'UBURINZI,8010
UBWIKOREZI BW'IMICANGA AMABUYE MU MODOKA,4922
UBUDOZI BW'IMYAMBARO,1410
GUTWARA ABANTU MU MODOKA,4921
WAREHOUSE,5210
UMURYANGO MPUZAMAHANGA NGO,8890
IMIRIMO YO MURUGO,9700
UBWUBATSI BW'AMAZU,4100
UMURYANGO MPUZAMAHANGA NGO,8890
UBWUBATSI BW'AMAZU,4100
TELEVISION DISHES INSTALLATION,4321
UBUDANDAZI BWA PAPETRIE,1812
UBUDANDAZI BUKORWA MUMAYIRA NO MUMUHANDA,4799
UBWUBATSI BW'AMAZU,4100
KUVOMA AMAZI,9609
GUSANA IBIKORESHO BYA ELECTRONICS,9521
UBUHINZI BWIMYUMBATI,113
UBUHINZI BWIBISHYIMBO,111
UBWUBATSI BWAMAZU ASANZWE,4100
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIMBOGA,113
UBUHINZI BWIMBOGA,113
UBUVUZI BWABANTU,8610
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MUBUYOBOZI BWIBANZE,8411
UBWUBATSI BWAMAZU,4100
SERVICE ZA CANTINE,5610
UBWIKOREZI BWABANTU KUBUTAKA,4921
IMIRIMO YO MU RUGO,9700
UBWUBATSI BWAMAZU,4100
GUCUKURA AMABUYE,810
GUKORA IFARINI,1061
UBUCURUZI BWIGANJEMO IRIBWA,4711
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
KURINDA ABANTU NIBINTU,8010
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWINZU,4100
GUKORA INKETO ZAMAYE,1520
UBWUBATSI  BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWINZU ZISANZWE,4100
UBUNZI BWIBINYAMPEKE,111
UBWUBATSI BWAMAZU,4100
UBUDOZI BWIMYENDA KUCYARAHANI,1410
GUKORA INKWETO ZAMASAYE,1520
UBWUBATSI BWAMAZU ASAZWE,4100
UBWUBATSI BWINZU ZISANZWE,4100
UBUHINZI BWIBINYAMEKE,111
UBUHINZI BWINSINA,122
IMIRIMO YOGUTEKERA ABANTU,9609
UBUSUDERI,2432
UBUHINZI BWIBINYAMPEKE,111
GUCUKURA AMABUYE YO KUBAKISHA,810
UBUCUKUZI BW'AMABUYE YO KUBAKISHA,810
KUVOMA AMAZI,9609
UBUDANDAZI BW'IRIBWA MURI BOUTIQUE,4781
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUCUKUZI BW'AMABUYE YO KUBAKISHA,810
UBUHINZI BW'IBISHYIMBO,111
ABIKORERA MU GUCUNGA UMUTEKANO,8010
UBUDANDAZI BW'INYANYA KU MUHANDA,4799
GUTWARA IMIZIGO KU IGARE,4923
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUCUZI BW'AMABUYE YO KUBAKISHA,810
UBUHINZI BW'IBIGOLI,111
UBUCUKUZI BW'AMABUYE YO KUBAKISHA,810
UBUCUZI BW'AMABUYE YO KUBAKISHA,810
GUTUNGANYA UMUSARURO WA KAWA,163
UBUCUKUZI BW'AMABUYE YO KUBAKISHA,810
UBWUBATSI BW'AMAZUNASANZWE,4100
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'IBIGOLI,111
GUTWARA ABANTU N'IBINTU KU IGARE,4921
UBUDOZI BW'IMYENDA,1410
UBWOROZI BW'INKA,141
UBUHINZI BW'IBISHYIMBO,111
UBWIKOREZI BWO KUBUTAKA,4922
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BUVANAVANZE,150
UBWIKOREZI BW'IMIZIGO KUMUTWE,4922
UBUHINZI BW'IMBUTO,113
UBUHINZI BW'IMBUTO,122
UBUHINZI BW'IBISHYIMBO,111
UBUBOSHYI BW'IBIZIRIKO MU MIGWEGWE,1629
UBUHINZI BW'IBISHYIMBO,111
UBWIKOREZI BW'IMIZIGO KU IGARE,4922
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIGORI,111
IMIRIMO KUGABURA MURI RESTAURANT,5610
UBUDANDAZI BWIMBOGA,4799
UBWUBATSI BWAMAZU,4100
UBUDANDAZI BWINYANYA NINTORYI KU IBARAZA,4799
UBUDANDAZA BWINYANYA NINTORYI,4799
UBUREZI BWA KAMINUZA,8530
GUCURUZA DETAIL AMASHUSHO,4762
UBWUBATSI BWAMAZU,4100
GUTONORA IKAWA,163
UBWUBATSI BWAMAZU,4100
GUKORA AMASUKU,8121
KUDANDAZA IMBUTO MU MUHANDA,4799
UBWIKOREZI BWIBISHINGWE,4922
GUTWARA ABANTU KURI MOTO,4921
GUSIGA IRANGI MU MAZU,4390
SERVICE ZA BANK,6419
IMIRIMO Y'IVUGABUTUMWA MU RWANDA,9491
UBUCURUZI BUDANDAZA UBUCONSHO MURI BOUTIQUE,4781
IMIRIMO YO MU RUGO,9700
GUSHUSHANYA NO GUKORA IMITAKO,7410
ACCOUNT CONSULTANCY,6920
UBUCURUZI BW'IBINYOBWA MU IDUKA,4722
HOTEL SERVICES,5510
GUCUNGA UMUTEKANO W'ABANTU N'IBINTU,8423
GUKORA AMABATI,2432
IMIRIMO YO MU RUGO,9700
NETWORKING ACTIVITIES,7490
LOGISTICS ACTIVITIES,6920
UBUDOZI BW'IMYENDA,1410
GUKORA IBIKOMOKA KU IFARINE,1071
GUCUNGA UMUTEKANO N'UBUSUGIRE BW'IGIHUGU,8422
IMIRIMO YO MU RUGO,9700
UBUCURUZI BURANGUZA IMYAKA MUBIDUKA,4630
UBUCURUZI BURANGUZA IBIKORESHO BYA ELECTRONIQUE,4652
BANK SERVICES,6419
KUDODA IMYAMBARO,1410
IMIRIMO YO GUTAKA MU BIRORI,7410
KWAMAMAZA IBIKORWA BY'ABANDI,7310
GUTWATA ABANTU MU MIJYI UKORESHEJE UBUTAKA,4921
UBUCURUZI BUDANDAZA IBINYOBWA MU SUPERMARKET,4722
UBWUBATSI BW'AMAZU,4100
KURINDA UMUTEKANO,8010
GUPAKIRA IMIZIGO,5224
IMIRIMO YO GUTEKA,5610
UBWUBATSI BW'AMAZU,4100
GUFURA IMYENDA,9601
UBWIKOREZI BW'IBICURUZA,4923
UBUCURUZI BW'IBIRIBWA,4711
GUTWARA ABANTU,4921
UBUREZI MU MASHURI YI SUMBUYE,8510
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
GUTUNGANYA IMISATSI,9602
UBWUBATSI BW'AMAZU,4100
GUFURA IMYENDA,9601
UBWABATSI BW'IMIHANDA,4210
IMIRIMO YA CONSILITANCE  MU MISORO,6920
UBUCURUZIBW'IBIRIBWA,4781
UBUCURUZI BW'IBIRIBWA,4781
UBUHINZI BW'AMASHYAMBA,210
UBWUBATSI BW'AMAZU,4100
COMPLEX COMMERCIAL,4721
UBWUBATSI BW'AMAZU,4100
SERVISE ZA RESTAURENT,5629
UBISEMUZI,7490
IMIRIMO YO MU RUGO,9700
NGO RESEARCH ON FOOD POLICY,7210
NGO SOCIAL DEVELOPMENT,8890
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
ACCOUNTING AND AUDITING ACTIVITIES,6920
FEDERATION RWANDAISE DE FOOTBAL,9312
GUHUZA AMADHYIRAHAMWE YA SIPORO,9312
ABIKORERA MUGUCUNGA UMUTAKANO MU RUGO,8010
IMIRIMO YO MU RUGO,9700
IMIRIMO Y'IBITARO,8610
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
GUSHYIRA AMAZI MU MAZU,4322
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
MINISTERI Y'IMARI,8411
GUTANGA AMASHANYARAZI,3510
UBUDANDAZI BW'IBIRIBWA MU ISOKO,4781
GUKORA IBISENGE MU BWUBATSI BW'AMAZU,4390
GUSHYIRA UMURIRO W'AMASHANYARAZI MU MAZU,4321
IMIRIMO YO MU RUGO,9700
GUTWARA ABAGENZI AKORESHEJE IMODOKA NTO,4922
GUTWARA ABAGENZI MU MODOKA,4922
UBUDANDAZI BW'IMYENDA MU ISOKO,4782
IKIGO NDERABUZIMA,8610
"UBUHINZI BW,,'IBISHYIMBO",111
UBUHINZI BW'IBISHYIMBO,111
UBURINZI,8010
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBISHYIMBO,111
"UBUHINZI BW',IBISHYIMBO",111
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BWAMAZU,4100
"UBUCURUZI BW',IMITI",4772
GUTWARA ABANTU UKORESHEJE IGARE,4921
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
GUCUNGA UMUTEKANO,8423
GUTUNGANYA IMISATSI,9602
KUDANDAZA INYANYA,4799
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BW'AMAZU,4100
IMIRIMO OKORERWA ABANTU(GUFURA),9601
UBUHINZI BWIBISHYIMBO,111
GUFURIRA IMYENDA ABANTU,9601
UBUREZI MUMASHURI YISUMBUYE,8521
IMIRIMO YO MURUGO,9700
GUKORA IBIKORESHO BYO MURUGO,1629
UBUDOZI BWIMYAMBARO,1410
UBWUBATSI BWAMAZU ASANZWE,4100
UBUVUZI BUKORERWA MUBITARO,8610
UBUVUZI BUKORERWA MUBITARO,8610
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUDOZI BW'IMYENDA,1410
UBUCURUZI BW'IMYAKA,4781
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUBAJI BW'IBITI,1610
UBUCIRUZI BW'IKAWA,4620
UBWIKOREZI BW'IMIZIGO,5224
UBWIKOREZI BW'IMIZIGO,5224
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI N'UBWOROZI,141
UBWIKOREZI BW'IBIKORESHO BY'UBWUBATSI,5224
UBWOROZI BW'AMATUNGO,141
KUBUMBA AMATAFARI AHIYE YO KUBAKA,2392
UBUHINZI BW'IBIJUMBA,113
IMIRIMO IVAMO IBITUNGA URUGO,9810
UBUHINZI BW'ICYAYI,127
UBUDOZI/GUSANA IMYENDA,9529
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZI BW' IBISHYIMBO,111
UBUDANDAZI BW' IBIJUMBA MU ISOKO,4781
UBUHINZI BW' IBIGORI,111
KUBAKA AMAZU,4100
UBUHINZI BW' IBISHYIMBO,111
UBUHINZI BW' IBISHYIMBO,111
UBWUBATSI BW' AMAZU,4100
GUTWARA IBICURUZWA KU IGARE,4923
GUPIMA IKIGAGE,5630
GUCURUZA IBIKORESHO BY UBWUBATSI,4752
UBUHINZI BW IBIJUMBA,113
URUGANDA RUTUNGANYA ICYAYI,1079
UBUHINZI BW IBIGORI,111
UBUBUMBYI BW AMATAFARI,2392
UBWUBATSI BW AMAZU,4100
UBUHINZI BW IBIJUMBA,113
UBUHINZI BW IBIJUMBA,113
UBUHINZI BW IBIJUMBA,113
UBUHINZI BW IBIJUMBA,113
UBUHINZI BW IBISHYIMBO,111
UBWIKOREZI BW IBICURUZWA KU IGARE,4922
UBUHINZI BW IBISHYIMBO,111
UBUHINZI BW IBIGORI,111
UBUHINZI BW IBIJUMBA,113
UBUCUKUZI BW UMUCANGA,810
UBWUBATSI BWAMAZU,4100
GUTWARA ABANTU KWIGARE,4921
UBWUBATSI BWAMAZU,4100
GUTWARA ABANTU KWIGARE,4921
UBUHINZI BWIMYUMBATI,113
UBUCURUZI BWAKABARI,4711
UBUHINZI BW IMYUMBATI,113
UBUCUKUZI BW UMUCANGA,810
UBUHINZI BW IMYUMBATI,113
UBUKANISHI BW'AMAGARE,9529
UBUHINZI BW'UMUCERI,112
GUKATA NO KUDODA IMYENDA MISHYA,1410
UBUHINZI BW'UMUCERI,112
UBWUBATAI BW'IMIHANDA,4100
UBUHINZI BW'UMUCERI,112
KUDODA IMIPIRA MU BUDODO,1430
NYAKABYIZI MU BUHINZI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCELI,112
GUCURUZA AMAZI YAVOMWE KU MUTWE,4799
IMIRIMO YO MURUGO,9700
UBUHIMZI BW'IBISHYIMBO,111
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUBUMBYI BW'AMATAFARI,2392
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'URUTOKI,122
UBUHINZI BW'URUTOKI,122
UBWUBATSI BW'AMAZU ASANZWE,4100
KUBOHA IMIPIRA MUBUDODO,1430
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'UMUCELI,112
UBUCURUZI BW'IBIRAHURE,4752
UBUHINZI BW'UMUCELI,112
UBUCURUZI BW'IMYENDA,4782
UBUCURUZI BW'IMYENDA MU ISOKO,4782
UBUBAJI BW'IBIKORESHO BY'IMBAHO,1610
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
GUTWARA ABANTU N'IBINTU KURI MOTO,4921
UBUBOSHYI BW'IBISEKE,1629
GUCURUZA AMAZI KU MUTWE,4799
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BWAMAZU ASANZWE,4100
UBUHINZI BW'IBIJUMBA,113
UBUHINZI BW'IBISHYIMBO,111
UBUCUKUZI BWAMABUYE N'UMUCANGA,810
UBUCURUZI BW'IBISHEKE,4781
UBUHINZI BW'IBIJUMBA,113
UBUHINZI BWINYANYA,113
UBUHINZI BW'INYANYA,113
UBUCUKUZI BWAMABUYE YO KUBAKA,810
UBUREZI MU MASHARI YISUMBYE,8510
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI W'IBISHYIMBO,111
UBUDANDAZI BWIBIRIBWA,4781
UBUHINZI N'UBWOROZI BUVANZE,150
UBUHINZI N'UBWOROZI BIVANZE,150
KUBAKA AMAZU ASANZWE,4100
UBUHINZI BWICYAYI,127
UBUHINZI BW'IBIHINGWA BIDATINDA KWERA,119
UBUHINZI BW'IBIHINGWA BIDATINDA KWERA,119
UBUHINZI BW'IBIHINGWA BIDATINDA KWERA,119
UBUHINZI BWIBIHINGWA BIDATINDA KWERA,119
UBUDANDAZI BW'IBIRIBWA,4721
UBUHINZI BW'IBIHINGWA BIDATINDA KWERA,119
UBUHINZI BW'IBIHINGWA BIDATINDA KWERA,119
UBUHINZI BW'IBIHINGWA BIDATINDA KWERA,119
UBUCUKUZI BWAMABUYE YAGACIRO,810
UBUHINZI BW' ICYAYI,127
UBUHINZI BWICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZI BUVANGAVANGE,119
UBUHINZI BWIBIHINGWA BIDATINDA KWERA,119
UBUHINZI NUBWOROZI,150
UBUHINZI NUBWOROZI,150
UBUHINZI NUBWOROZI,150
UBUHINZI BWIBIHINGWA BIDATINDA KWERA,119
UBUHINZI BW'IBIHINGWA BIDATINDA KWERA,119
UBUHINZI BW'IBIGORI,119
UBUHINZI BWIBIHINGWA BIDATINDA KWERA,119
UBUHINZI BWIBIHINGWA BIDATINDA KWERA,119
UBUHINZI BWIBIGORI,111
UBUCURUZI BUDANDAZA IBIRIBWA,4789
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIGORI,111
UBWUBATSI BWAMAZU,4100
UBWUBATSI BWAMAZU,4100
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIGORI,111
GUTWARA IMIZIGO,5224
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBIGORI,111
UBWUBATSI BWAMAZU,4100
UBCUKUZI BWAMABUYE YAGACIRO,5200
UBUHINZI BWIBIGORI,111
GUTUNGANYA IMISATSI,9602
UBUCURUZI BUDANDAZA AMAKARA KU MUHANDA,4789
UBUHINZI BWIBIGORI,111
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBISHUIMBO,111
UBUHINZI BW'IMBOGA,113
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
KUDODA IMYENDA,1410
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBISHYIMBO,111
GUTUNGANYA ICYAYI,1079
GUTUNGANYA ICYAYI,1079
GUTUNGANYA ICYAYI,1079
GUTUNGANYA ICYAYI,1079
GUTUGANYA ICYAYI,1079
GUTUNGANYA ICYAYI,1079
UBUHINZI BW'IBIRAYI,113
UBWOROZI BW'INKA,141
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'AMASHYAMBA,210
UBUREZI MU MASHURI ABANZA,8510
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
GUTWIKA AMAKARA,220
GUTUNGANYA ICYAYI,1079
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'IBIGORI,6499
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIRAYI,113
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'INYANYA,113
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
